reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
7d190b37-66c1-4530-8097-c91a56415920,A Google user,"When it starts the screen looks clear though it seems to be stretched vertically, almost comical. Then as it connects to the meeting it suddenly gets dark to the point you can't see me or anything else for that matter, just sillouettes. ""Not nice"". You guys need to fix that. I'm uninstalling until you do.",1,12,40.2.3,2020-04-04 17:18:21,40.2.3
8f907811-430f-448b-bf68-b99c7febb964,Maria Fatima Macalintal,"Not satisfactory. Really had a hard time signing in, signing up, app log in after install. 😖 I missed the most important parts of the webinar. Used the launch browser link for the meeting using my iPad, I was able to log in but no audio. Logged out. Downloaded app on iPad, it wouldn't let me log in at first, then it wouldn't let me link my webex meeting site, wouldn't let me find the meeting. Last resort, Downloaded app on my smartphone, after few log in attempts, finally!",2,50,41.2.2,2021-03-10 10:24:12,41.2.2
59d425b8-72be-4b40-8c5c-7ba4fbd95457,Kagiso Molete,"I have enjoyed the experience of having meetings using this app. My only wish is that the 'raise hand' icon could be located within the video screen, somewhere it could be accessed with relative ease without having to leave the video screen. Otherwise, a very well thought app.",4,2,40.4.3,2020-06-21 11:24:42,40.4.3
36e00a98-5c89-4607-b9c0-1f3955ab8954,Terrence Madan,"Lot of issues with recent updates. And why don't you bring an option to view self video in front by default? Now, with the latest update, I don't find an option to lock my video or any particular participant. I always have to scroll 100 times to view my video or a specific participant (I am not the host). I am not sure whether there is any specific setting for it. Anyway, webex has lost its old user-friendliness. Please improve.",2,224,41.6.0,2021-06-17 23:48:25,41.6.0
e589b2be-776d-4206-b06b-e45bf1c48adc,Pranav Dabhade,"I tried the app. The experience was very unsatisfactory. Every time I join a session first 15 minutes I've to wait for app to work properly. Everytime app stuck at audio connected option, for next 5-7 min only audio works. Then video starts showing up. And then after next 5-7 min other options (chat, Q&A...). During this system UI shows 3-5 times app is crashed and ask to kill app or wait. Sometimes I've to repeat above several times and if not then no option other than to miss the session.",1,59,40.4.3,2020-06-05 09:11:58,40.4.3
3ddba580-7628-4884-9962-09800f9c323c,Mike Byrne,Works great. Any problem that have is probably just me not learning where everything is. Very easy to use.very useful. I get a really good experience on my phone without having to boot up the pc. I gave it 4 stars before but I had problems due to connection speed on my side. It works great.,5,22,40.6.0,2020-06-11 18:33:53,40.6.0
72c7c8be-49a1-4a3c-ac51-d6b6c51cdbeb,Stephen Taffe,"Pretty self explanatory...for my 1st time using it, I wish I knew some of the icons the app used meant, such as the the speaker's box button that looked like an expansion icon instead of a collapse button. I had 2 play around with the settings 2 figure out the basics as an attendee. Thank goodness I didn't boot myself out of the virtual meeting.",3,44,40.9.1,2020-09-24 18:54:02,40.9.1
ac6d29ab-f61c-473c-8d1e-c68739475b7e,Aswathy Ambikadevi,Worst app ever. First it was so good and easy to use. After new update done it given the wosrt experience to me. I can't signin to my account and can't reset my password. I tried to change it for more than one hour. But couldn't do. So i created new email id and tried to login same issue occurred. Really disappointed with this app. Please don't use this.,1,375,41.6.1,2021-06-20 08:43:55,41.6.1
f520b9c1-cdb1-4c31-a8d1-30e25db44d67,David D.,Still is terrible in 2023. Overly complicated. Constantly dropping connections. It's really laggy on a phone. I would definitely choose a different app if not required by my company. Edit. I had to reinstall it for conference call and the login process and the install took so long I missed my meeting.,1,22,43.6.0,2023-06-13 15:04:21,43.6.0
7c562923-cc26-402c-be9d-05a47a76e680,A Google user,"Still feel the same way after a couple years: keep up the good work! After suffering with the lame Windows client for years, the Android version is a massive improvement. It's quick, seamless and (so far) crash-proof.",5,1,40.2.3,2020-03-24 20:42:56,40.2.3
0fa62b9c-8847-4492-b7ff-a416a964d5f7,Jason Burket,"My first experience with it was good but not great. There were a few video and audio disruptions over the course of a one hour meeting, and the use of the app wasn't as intuitive as I was hoping it would be. I'm sure it will be a good avenue of communication as we all get used to the new app.",4,1,43.7.0,2023-08-09 18:45:37,43.7.0
9a9ddf67-bf10-4750-a89d-7ee46c9fda27,Colin Strook,"I use this app for group virtual meetings at my government occupation. the app works wonderful, lots of video, audio, quality settings to chose from. my only issue would be that I had a great deal of difficulty initially learning how to join an active group. in fact I missed the first two meetings because I couldn't get it to work, and I am very technically proficient, from building barebones CPUs, html Java cyber security ect, and I still found the login to join meeting process very difficult.",5,557,40.10.0,2020-10-20 00:34:50,40.10.0
e0a1b667-78ab-4863-8796-be9459b99bcd,MollyJayne Callisse (MJ Calli),"Annoyingly Complex vs Others: Took 3 hrs to connect. [1] Host evidently not given easy option for sending calendar invite, [2] Not told which devices do/n't require app or the dif btwn app & website. [3] When using Chromebook, link took me to website even after downloading app w/ no ""go to app"" option. [4] Join page of app says URL of invite can be entered. Copied, pasted, wouldn't advance. Had to type ID & PW. [5] Not made clear ahead what info you'll need on hand. A video tutorial would help.",2,9,40.8.1,2020-08-06 22:16:34,40.8.1
a1c358d3-2bb3-4d5f-b796-8036cd85f6e8,Jayakumar V,"When on a screen share with VoIP with my phone on speaker, plugged in a head phone, which started an audio track on phone. I was hearing both audio, from Webex + my audio file from phone. Unplug headphone leaves with only Webex audio. Another issue. When I unmute myself, the audio volume jumps up. (I m using headphones to my phone) & when I mute myself on the meeting, my audio volume goes down very much.",3,2,40.8.1,2020-08-07 14:38:40,40.8.1
414d901a-54aa-454c-8d37-c40eb1be986e,Sharon Teoh,"User friendly as a participant, unable to comment as a host. There were however a few issues encountered by other participants who could not view the shared screen and a speaker who was unable to be added as a co-host. Uncertain if it was an app issue or user issue. 😄",3,0,,2023-06-26 13:30:36,
ace96051-8009-40c2-b235-5bd7c5304287,Badley Ram Choudhary,"A good app for online meeting and classes A very useful having no error in it And having various feature which helps a lot To set own class it is very helpful in it also I recomend it to all the teachers and all those manager who are in home and want to do their work Helps a lot And after every 10 days new feature is added It is fantastic Do use it ,will help you Thank you",5,7,40.10.0,2020-10-15 12:12:50,40.10.0
9cbaa55d-8c25-4170-8eb1-b53716d25a23,aniket kumbhar,The app experience and UI can be more user friendly its to diffcults to use for new user. App is great But the issue i get during the usese are:- 1)UI is not user friendly 2)It require high internet speed otherwise its video and sound gets stucked. 3)The the grey patches on screen during meeting. 4) when we rotate the phone screen its not show only hots screen its shows all users screen. 5) voice is also big issue in meeting. Thank you.,3,12,40.7.1,2020-07-20 09:21:37,40.7.1
297f1621-2fd2-4919-9bfd-0365205d3c8b,Gregg,It worked fine for me. I'm only using android phone and is old phone but the app I've never heard of but i have full confidence in it that i will be able to participate in info sessions and attend online classes . its a bit tricky at first but trial and error is ok because the app automatically controls your screen to take you too the main or host presenter I give it a 5 star general,5,13,40.4.3,2020-05-22 04:36:02,40.4.3
2db9b64f-fd68-4762-877d-46404162e689,Peyush L,"Cisco WebEx is a good app for meetings and can hold upto 100 people . But this reason I rated it three star is that sometimes the meeting gets ended unexpectedly without the message and sometimes it says Cisco WebEx not responding , or the mute and unmute button stop working otherwise good app",3,2,41.01.1,2021-01-19 08:52:43,41.01.1
1c13b42d-6631-4110-b970-da6f12447a00,A Google user,There was a great deal of buffering. This was my first time using webex on my phone whereas I usually use my computer and don't experience the buffering. But more people are using the internet at this time so the slowness and buffering may be due to extreme internet traffic.,3,3,40.2.3,2020-04-02 20:15:26,40.2.3
6a5767e0-8e66-4d78-98aa-1fdd2798cbdf,Sudha Arun,This app is very useful for online classes as it has all provisions teacher can also mute mics or the host can mute mics to make sure there is no disturbance and also we can change virtual background thumbs up thumbs down is available raise hand in participates list make it more helpful because that is easy and keeps peace in class.This is totally recommendable for online classes,5,0,41.3.2,2021-04-08 06:55:41,41.3.2
64a9280c-9fcc-48d6-9fa7-b99c80f5c1f6,King Davis,It was difficult at first but got very easy very quickly I absolutely like the fact that it wasn't hard to download Etc the person that I spoke with was absolutely amazing we didn't have any problems with the web and I totally could appreciate that I would refer this to anyone the only thing is I couldn't see her she couldn't see me but we heard each other's voices very clearly.,5,9,42.8.0,2022-08-19 17:40:49,42.8.0
c710fc82-ef83-4fa0-97ae-a2be4ddcbfde,Shahbin Hossain,"Causes my device to crash so many times during calls that i end up missing the whole live session. I dont care if you can record it but I prefer asking my Professor questions during a class and since the app stops everytime they share their screen, I can't do that",1,2,40.11.0,2020-11-18 16:49:04,40.11.0
0297eb29-39a2-4029-b6f0-6a1db24810c5,Jane Viesca,"User-friendly interface, audio is clear as well. Just have some minor issues from time to time connecting to bluetooth earphones and requires turning bluetooth off then on. Otherwise, app works good.",5,1,43.7.0,2023-07-23 18:12:57,43.7.0
e682c424-87d6-40a1-8dbf-99fec9bc5357,Dorian Lindsay,"First time using my cellphone with this App. The experience was ok. * Audio was ok. * Video was ok. * Manuverability around the user interface was ok. I have an IT background so that does come into play, but I'm also pretty good at understanding the consumer's expectations regarding ease or difficulty in using consumer products or services. So a Three Star rating along with an 'ok' in customer satisfaction can be interpreted as a worthy market achievement as this conference did not demand more.",3,52,41.7.1,2021-07-29 00:12:45,41.7.1
0ca495ba-d2a7-4af7-aa7c-478650ce5053,A Google user,"I use this app. It's good but a very big problem in it is that the meeting recording option is only present for host . This is really bad bcoz when there is network issue and we didn't connect to the meeting ,then meeting is missed becoz of network and we lost all important meeting. If this option is available to all then this will help a lot,then we didn't miss any classes which we take by this app.",2,37,40.2.5,2020-04-18 17:48:39,40.2.5
936c5aef-26a4-4d38-a192-dfcd126e5862,Vrishin Chahande,"This app is one of the worst app for meeting, Google meet is 5x better than this app, I am always having a very fast network, but it always give me issue of voice, the voice is not coming only! Neither in my headphones, nor in my mobile's speaker. I am trying to rejoin the audio conference, it is only and only loading, and this problem is because of your rubbish updates. Pls solve the problem to get 5 stars back from me.",1,109,41.10.0,2021-10-12 07:01:15,41.10.0
2cd3b622-7958-4f67-89b8-584b4d112177,A Google user,Navigation is quite difficult and if the interface is more user friendly then would rate more stars..Fir example after a meeting is scheduled it is quite difficult to share and the share doesn't contain password and I have to drool over to search password and is quite difficult,3,2,40.2.6,2020-04-26 18:59:07,40.2.6
317c04b6-9929-4be8-ae48-79de4bb8dc23,R G,"Webex messed up my device. Had to factory reset. Webex also ruined my child's Macbook. The screen went black, keyboard stopped working. Had to fix it. It was working perfect again, went to use webex for class again, and it happened all over again. Can't turn laptop on now. Webex is the worse.",1,0,,2020-04-30 21:48:35,
cf89e179-05fd-4184-8a92-2d42bd76d19a,Jason Austin,Works well as do the competitors. Internet conection quality most directly efects feed quality. Use of filters on a lower power processor/gpu can also be problamatic. But as first stated these are also the big issues on other video conferencing apps.,4,0,40.8.1,2020-09-02 21:49:16,40.8.1
31eda26d-24a5-47dc-88de-365f2d4f21d0,A Google user,"Only tried having conference call me, but worked well. Audio for some participants wasn't good, but that probably is due to their connections. App keeps logging me out, which is a major issue when I'm trying to connect to a call when driving.",4,0,11.6.0,2019-01-15 18:53:35,11.6.0
94b0bfff-4c8f-43e8-a97c-c9784d9e962a,CSKYIE,"Had to reinstall this as my online class is coming near again. Was shocked at first that there's already a virtual background feature! Last time, I don’t have this feature while my classmates have and perhaps it’s because of my late phone version... But glad that Cisco fulfilled my wish LOL i don’t have enough money yet to change my phone 😂",5,0,,2021-07-23 21:43:28,
bbb25b4d-4dc7-4b83-9588-382b17ad72e6,Gary Lee Gammenthaler,"This made what seemed to be an impossible video conference appointment easy. The app is user friendly and though it is probably beat used on home computer or laptop, with an advanced smartphone can work properly too. It was a little confusing on how to navigate or I would give it a higher rating. But still very good app. 4 Stars**** Garyleescritiques",4,701,40.9.1,2020-09-17 21:42:13,40.9.1
21becf24-bf65-4d1e-8f85-bb0e64b33e79,A Google user,Please make certain optimizations which are required like if more than 1 person switches on the audio the audio becomes very unclear and echoing of sounds can be heard and it also eats up a lot of data please make these changes and fix the above mentioned problems.,3,1,40.2.6,2020-04-28 09:44:59,40.2.6
ab077a18-f18f-49f3-8dfd-b8406a3f08b9,Mohammad Rafi Lone,"This is the best app I have come across for teaching a class. Especially, when your bandwidth is limited. I would have given a 5 star, but it lacks a few things... There should be a classroom in which students can be added once for all, each student should be assigned a roll number... Finally, a comprehensive attendance should be downloadable. In current app, attendance is downloaded separately for each meeting.",4,42,40.11.0,2020-11-27 18:37:39,40.11.0
974e4989-4d65-43c1-aea0-ff7d6fbfd554,David Matthew Harty,It's been laggy lately or ihas just frozen many times the last few times I have used it. It keeps kicking me out useing it for court has been problematic 2nd review I can't get it to install on my phone now and I am missing court they need a better webinar app because the court being held on the Web is so convint bed WebEx is really messing up a good thing,1,3,43.7.0,2023-08-28 19:58:54,43.7.0
018831e6-a1c0-4f15-8d75-0398c8921feb,Girllie Casten,"I was doing well with webex for work since my company has an account with you. Until i was asked to update the app. Now i can no longer use it. When i try to sign in uaing my company assigned credentials, it justtakes me to a blank page where i can't do anything. I uninstalled and reinstalled the app twice, still nothing happened. What happened???",1,183,40.6.0,2020-06-16 21:16:48,40.6.0
102649af-d406-4a04-8bd1-65e7ba4016d7,Callie Deane Durboraw (Callie Deane),The app has sound issues where one persons voice is too quiet and then the voice doesn't even come threw so I'll see their mouth moving but no sound. And it seems to gave a hard time connecting to internet steadily matter how strong the signal is and the picture freezes randomly as well. I prefer Zoom! Wish zoom was more secure so anyone could use it!!,2,42,41.10.1,2021-11-04 02:41:12,41.10.1
66893670-67e7-4aed-b85e-1415c06d75de,Nina C,Disappointed as I had hoped that this app would work for my videoconferencing. Unfortunately when I tested it with my other devices only the audio works on my mobile and I need video as well. Its a shame as the desktop version is great.,2,0,,2020-05-06 02:33:46,
795f54d9-1131-4ed4-8a7a-cf35f6d7c97c,A Google user,It's one of the worst app ever I have used in my life time..... In this when more people are there there is a lot of connection prblm... And it's shows a no of default prblms.... Such as if the net is on it shows no net connection and etc.... We can't talk properly as well....,1,1,40.2.6,2020-04-21 09:32:59,40.2.6
dfb7bc26-4572-4adb-a025-5e2e200a5b2d,Heath Bechaz,Audio was fine but video was very very slow which is not experienced with other group video clients on the same device in the same location (and proximity to wifi). Video gallery showed barely any animation.,3,1,40.4.3,2020-05-26 07:00:53,40.4.3
8108ba11-444f-43d0-8eaf-426aa577cf0d,A Google user,App runs great over Wifi or Data! I was able to see a user share their screen and audio via WebEx over a wireless headset. Even better when I was able to connect my phone to a external larger screen.,5,0,39.2.1,2019-03-26 20:23:53,39.2.1
87d0eb3b-0e02-4a43-bc92-9545df256123,Jyoti Jaiswal,My friends are having virtual background but in my phone is not coming it would nice if you give update for virtual background to come video option like in virtual background there are some recommend background and we can choose our background too so I just want is a update so that in my phone the virtual background come . And this is wonderful app.,4,5,40.12.2,2023-05-07 07:00:17,40.12.2
b49bda55-218c-4814-8950-a6387e6dfd20,A Google user,Constant issues on Android. Won't connect. Won't share screens. Won't view a shared screen. No audio. Can't call through phone. Can't be called. Can't connect through an Internet signal. Can't connect through 4G phone signal. I'll recommend a different platform to my reps and customers.,1,6,40.2.2,2020-03-18 18:19:04,40.2.2
a9a0cfb6-e534-48fb-8c9f-ae260f9f5022,CHARAN TEJA,Worst app....it is lagging in between the class and also it damaged my mobile it automatically goes back......when i again open it .....the video doesn't comes........for every 2 min it is going back out of full screen.......... when it is in the pop up view ......the video is in full green color and it is loading so much.....even when i have full internet speed.......because of this .....my mobile 💔 damaged........,1,70,42.1.0,2022-01-28 08:24:50,42.1.0
f533edca-7f74-4428-a7de-fb6c63ff801d,xyz zyx,"Earlier when I used to minimize the app, a floating window was showing in the screen, but now the floating window is not showing, it goes out of the screen from bottom. This problem is with the new update. Fix it fast as the floating window is very helpful.",1,0,,2023-02-07 07:02:55,
6ea17b1d-c4aa-4d65-90ff-4f31d00af19e,A Google user,Nice app to connect on the go. Functionality same as desktop app. Very stable. VoIP call quality is impressive. I moved away from desktop application to the mobile app unless I am at my desk. Great job app and WebEx service teams at Cisco,5,0,40.1.0,2020-01-22 18:37:32,40.1.0
e352bfd3-767b-43b3-a763-993709fb7cf6,Sid A,Does not work well with Bluetooth. I tied 2 different bt headsets and in both cases the mic did not work. I scoured through the settings but nothing. I am forced to use WebEx because of work but I would take zoom anyday,2,0,41.11.0,2021-12-07 20:58:15,41.11.0
c5f659b0-d30a-4d3f-b7be-d08af551ea21,Cathy Kronk,"Loved being able to see and hear everyone involved in the meeting. The audio system does need improvement - not always clear and a little ""tinny"" sounding at times.",4,0,40.8.1,2020-08-20 00:53:12,40.8.1
9648769c-8e54-4421-8351-1a35212468ee,mallika rajamanickam,There's are two things which l hate about this app. When we are attending the meeting there's a small tab type thing that pops up with the message.Which is damn anoyying because you can focus on the meeting because people in are class just text 24/7 . And one more thing when you scroll up to check messages unlike whatsapp when we read we get to read them but in this app it suddenly falls down and hence you can read any messages which came the first.,2,30,40.12.0,2020-12-09 08:58:46,40.12.0
ad94b524-8e87-43ad-9a5b-da9c515832ea,A Google user,"Forgot my laptop at work, however, this app came in handy! Really easy to use, no complicated sign in process, just have your meeting number and other general meeting info, and you're signed in! I highly recommend this app, if you use WebEx and you are not near your workstation. Thank you!",5,3,40.1.0,2020-02-26 16:31:23,40.1.0
5c064705-5ddc-43de-886f-896ddacada11,A Google user,"Bad interface. Speaker doesn't work on mobile device, have to hold up to ear. Clunky to get working, as have to start video and audio separately. Why would an organisation choose to use this instead of something basic and foolproof like Hangouts, or even Skype?",2,11,11.3.0,2018-09-25 22:45:33,11.3.0
c2362052-e851-4b2e-8c39-ba0c0538355a,Kunal Gurav,"This is good app. But after update I have many problems 🤦. 1.If you have range or not, this did not matter. Loading is very slow when you are joining to meeting. 2. Sometimes you can't send any msg. Or questions to host or other. 3. Sometimes iyou can't listen clearly or can't see properly. Fix this issue 👎. Sir",3,8,40.9.1,2020-09-25 06:53:11,40.9.1
7bc0a38d-72d9-4492-87f0-f421803fbfa9,A Google user,"Overall very functional. Widget needs work, it work be nice to refresh schedule hourly, and if the stored credentials need updating, show a message noting that. Don't just blank the agenda or go stale.",4,2,39.3.0,2019-05-03 16:23:16,39.3.0
4183293b-e91f-4bbe-9895-88757a758e06,Mazhar Ahmad Ansari,The worst app I had ever experienced. This app even doesn't connect to the meeting. Even I had full 5 GB of my daily data plan left it doesn't let me enter to the meeting and says please check your internet connection. Even though I have an internet tower in my house backyard this app doesn't work... I suggest all of you please don't install this application. This is a waste of time and nothing.,1,0,,2021-08-05 09:17:43,
fda16d67-f597-4032-b4ab-ef3392e1c7ad,Angela Urquhart,"Works great, I found it was just as good as any other meeting app I have used. I was able to change my background and it even suggested turning off my camera when the wifi signal was not the best.",5,4,43.7.0,2023-07-07 16:53:37,43.7.0
ab5e5d1c-8c15-4ee0-acd1-342d81059605,A Google user,"This app worked extremely well! I was on the go and had a webinar. All I needed was the conference info and i was set. Visuals worked well, and audio had no issue. I would recommend this to others in need of a virtual conference tool!",5,2,40.2.6,2020-04-23 22:04:35,40.2.6
673ce7e0-968a-40d6-bf6d-b2dc97d83736,Ankit Agarwal,"My bluetooth speaker, earphones, airpods Anything that connects with bluetooth does not work. Audio disconnects and lag very much when we connect. Sometimes sirs don't have a proper mic so the sound comes and hence we connect the bluetooth speaker by bam it doesn't work. Hate the app very much. I got to buy a wired earphones for this hatred app as my college uses it and it's complusory.",1,21,40.9.0,2020-09-10 07:48:53,40.9.0
648ffb47-2965-49ff-a8cc-2168b02ce394,Annapurani K.R,The app is good but it's not easy to use as a host for a meeting. It's literally so hard to find so many controls and if we google search on how to do them it shows so many different things. I even tried after updating the app but nothing worked. This app needs a lot of improvement and also I'm using it for my online classes. Please do the needful. My mike also doesn't work in this app whenever I unmute myself for a while no one can hear me. For now I will say I'm not satisfied with this app.,1,626,40.7.1,2020-07-24 08:36:27,40.7.1
fcf09cd2-5e09-461d-9dbf-7965a8f0c74a,Krishnamoorthy Shanmugam,"It is working like a champ as on 07-Sep-2020... Old reviews below.. It was working like a champ in older version mobile phone, now I upgraded mobile phone there after issue started with webex.. Issue: Webex call is dont have quality, unable hear my voice to others. Little bit improved but still need improvement... Support team, please have a look..day by day is improving.. thanks for that..",5,130,40.9.0,2020-09-07 12:08:24,40.9.0
63161821-336e-4f9e-9015-a3132f98a308,A Leins,This app is NOT easy to use and you may get kicked off of video mode without knowing. Not cool how you're required to have different Webex apps to do diff things! It's also annoying to have person speaking glitch for more than a second.,1,4,41.8.0,2021-08-19 01:02:40,41.8.0
7183dece-a84c-45bf-b0db-1741d23d1eb9,Simón Salazar,"I liked it a lot during lockdown, but then they established a time maximum, and the unlimited time meetings was my favorite part of it. Still a very good conference platform, but the time limit makes you look for alternatives for hosting meetings.",4,0,,2020-10-18 22:24:29,
390ba85d-5ed2-4933-9a96-18bf9e542e20,Tunga Niragire,This app has an issue every time my connection goes off in a meeting they dont give me and option to leave and return the only option they give is participates list. This issue needs to be fixed because when that issue happens I always have to uninstall webex and reinstall it and it takes a long time to do so,1,1,,2021-01-26 12:13:58,
a278ac5f-89bf-417a-a5b7-cc6986e07183,Joseph Leo Holland,"Not as many options as almost every other web conferencing or virtual meeting platform. I'd like to be able to adjust my camera settings a little more, I don't know why the buttons make so much noise and have an audio tone.",2,4,43.7.0,2023-08-17 18:30:07,43.7.0
a364554a-b0ae-43bc-810a-fab5c1eb46cb,Shayne Hughes,"Got it on both my phone and my PC so i could do college from home during the Covid 19 quarantine. Both devices informed me that this app tried to send private info to a private European server through use of my wifi. I'd stick to Discord calls, this is basically legal malware.",1,0,40.2.6,2020-05-11 13:58:39,40.2.6
a9d07db9-41b5-434e-a0b8-9752ec2c6046,Shayne L,Heats the phone right up..very resource intensive program..I have a newer high end phone and it was laboring with anything other than webex open at the same time. Other apps seem to be much better in this regard.,2,3,42.7.1,2022-07-13 20:45:12,42.7.1
06a78b10-3306-4899-90b8-b3fca8dedfec,Samunnati's Mental Well Being Platform,Once connected sound and picture quality was good but had to leave meeting for first time as audio option was not able to figure out. Audio setting is basic and it should be simple to fix.,4,0,40.4.1,2020-05-08 11:36:42,40.4.1
b9c527ed-5892-4c12-89c1-9dba899d00ec,A Google user,"I've had audio issues since installation, restarted and reinstalled the app to no avail. Kind of pointless to have me call in using another phone when I could be using the app which is not user friendly at all.",1,4,39.2.1,2019-03-29 21:56:24,39.2.1
45c30d14-2992-4516-9e0b-d53f93a79cc7,hannah schmidt,A couple times the pictures didn't fully switch. Great audio when the pictures showed up right they were clear and the full image that was supposed to be there.,4,0,40.6.1,2020-06-25 22:21:11,40.6.1
f3516a09-4f65-42ab-99d6-e2be0d8310de,R K,It is a good video conferencing application but the problem is that it suddenly crashes and the voice is not coming and sometimes it tells cannot connect to the server despite my connection being good would recommend Zoom instead of this Zoom is more user friendly Microsoft Teams and Google Meet are also good options.,3,227,40.11.0,2020-11-05 10:43:11,40.11.0
49c6d8e1-e7e9-4481-90ec-8ef1ac0e069d,A Google user,I find the App better at connecting to the meeting then the desktop version. A number of times I have had to move from using the desktop version to the App due to conneissues or the quality of the sound.,4,0,39.8.0,2019-10-09 13:34:45,39.8.0
5a13dea1-bfef-4213-9de0-203ea4727348,AM Remes,"When it worked it was good but majority of the time video and sound was cutting out or freezing. No Bueno, this was my first time using for an interview and I honestly wouldn't use again if given the option.",2,3,42.6.0,2022-06-29 02:04:54,42.6.0
15bbf57a-eac8-4294-adb0-0cc7921aeb9e,Netman IUser,Audio kept dropping and members got disconnected. Also I don't like the idea that someone else can mute my microphone which was done multiple times. I wasn't even talking when it happened. There is no background noise here where I am so I don't see the reason for it.,3,0,40.8.1,2020-09-02 17:53:37,40.8.1
f446d069-89a3-4be5-8d39-3aa8b06dcb49,Robyn Guzman,"It's pretty user friendly for a senior who is technologically somewhat impaired. Still working kinks out! Don't know how to get messages from previous meetings. After several weeks, it's much easier to navigate-can easily figure out how to make little boxes appear on my phone, yay! From 3 stars to 4",4,9,40.7.0,2020-07-08 02:29:29,40.7.0
ea6fc699-3257-4268-892b-a4f1f002d52a,A Google user,Audio and video needs more updates. The audio is eirther very loud or very soft. The picture quality is okay not great. Some of the features can be improved a lot. The chat feature needs to be improved to where you can see it and live video at the same time.,3,1,40.2.6,2020-04-19 22:21:58,40.2.6
232a767b-6c98-4349-b7b2-39645795355b,Andrew Davis,"My video is very dim, but works fine in other videoconferencing apps. The webex support site indicates there is an advanced setting screen to adjust this, but it doesn't seem to be available in the android app. This makes the app unusable for me.",3,3,40.4.3,2020-05-22 19:31:47,40.4.3
18cefb1f-f02a-4227-908a-dc23f4d77e09,Bikramjit Saha (Biki),"Too much network issue, needs a very high Internet speed and consumes huge data than other apps. My suggestion would be to make it more convenient and sufficient to use less data and have a better quality.",2,2,40.2.6,2020-05-11 06:55:33,40.2.6
1eecdb37-8fe7-431a-8d8b-ec86f056f258,Eric Repoff,Had an important conference call and the app kept closing and saying not working. Kept having to close and reopen and force stopping the app to get it to work correctly. We use this app frequently for visual conference calls and I would like to see the app work correctly please.,2,8,41.01.1,2021-01-22 21:04:25,41.01.1
d995eed1-fa31-4f96-b78a-096c511c142c,Diego Jas,"Normally I would give it 4 stars but my recent experiences makes me give only 2. First, the system hangs in the middle of the meeting. Second, can't share the screen between the meeting. Sometimes the screen goes completely blank due to which I missed a lot of things during my class. I hope you fix these bugs soon.",2,213,40.10.0,2020-10-14 15:37:40,40.10.0
25c1faab-8e46-4e5a-9e48-2e0042b89709,Mikhail Bannikov,"App thinks for the user, with bad results. It switched me to ""audio only"" mode, as i was driving (for safety reasons, as it looks). But as I stopped driving, there is no way to switch back, which is annoying",2,11,40.12.1,2020-12-23 18:56:29,40.12.1
274a87df-d386-422f-8767-04d005e05312,Cutiekabe,"I use this app for school and it's pretty intuitive. I also like that you can collaborate on the slides by drawing, making lines, adding text etc. I've only had the audio drop out on one call but all the other calls have had great audio and video, even on my mobile",5,28,42.3.0,2022-03-11 13:07:04,42.3.0
2f4cd3df-1bbc-4f34-8e5a-33d89fde73f7,Carolyn Simmons,"I had technical problems getting into meeting but got connected about 9:15 am. Was able to take notes from that point on. Very informative information and always good to get review on rules and regulations. I do have one question on dress code. I did get info on teachers dress code which I feel was needed, but I am concerned about students dress code. It could have been covered in the first hour that I missed. I will check with other subs to see if I missed this being covered.",5,0,40.8.1,2020-08-28 18:43:04,40.8.1
530e6af2-5232-4f1e-81de-02f84bbc2920,Savanna Adams,Good audio and video quality. Joining the meeting is easy. I Like the option to be able to mute/unmute the audio and show/not show the video throughout the meeting. The only downside is the audio cuts out if you're in a moving vehicle.,4,11,42.11.0,2022-11-10 01:53:37,42.11.0
05782526-b573-445a-b2cd-b68aba6123fb,Raghavendra Vakuda,Audio and video are clear. Other participants questions we are not able to see. We will concentrate on webinar. Automatically it connects when we disconnected.(I am facing a lot of network issues) I am very happy with Learning management system compared to other system. For safety reasons also. Thank you.,5,89,41.12.0,2021-12-29 08:41:09,41.12.0
bc9c3906-f35c-433e-b0a2-51258ee6ac29,A Google user,Doesn't support Firefox and some links that open this app from Chrome. Works properly. Could not find option to change audio when one was selected in my session and when call over phone or wifi is laging.,3,0,39.3.0,2019-04-29 19:42:40,39.3.0
4cb0fa94-5792-48c9-b12d-b20c98736102,Maurice Richer,"The visual is great. The audio, however, skips. It sounds like the other person is under water. Every other word is garbled. If the audio was consistent and clear, this would be a fantastic app!",1,7,40.9.1,2020-09-22 21:28:49,40.9.1
0ca41aa4-4b50-4049-851d-98b467176c91,Sukanya Das,"Good app, when I had first tried it. Audio and video quality is awesome. But for a couple of days I cannot connect to the meeting. It's showing 'network is unstable' even though I have a very good internet because all my other applications are running smoothly. Pls fix this bug. It's a huge problem 😞",2,24,42.5.1,2022-06-02 05:50:13,42.5.1
1f103a52-6ef6-40e1-99e7-8dffd763edc9,BRAIPRD West Bengal,Both sound and picture quality is good. At times there is some time lag. But this is so in every online programme. Also there is ease in sharing presentations.,4,2,40.7.1,2020-07-16 11:14:17,40.7.1
